,Unnamed: 0,Name,Position,Club,Division,Based,Nation,Height,Weight,Age,Preferred Foot,Best Pos,Best Role,Value,Wage,CA,PA,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Acc
4560,4560,SassÃ¡,"AM (L), ST (C)",CTB,Brazilian National Second Division,Brazil (Second Division),BRA,174,73,25,Right,ST (C),PF,4700000,8500,128,138,16,10,3,14,10,12,17,12,2,2,4,4,16,12,14,3,14,13,5,2,10,6,3,8,12,3,6,13,13,14,1,12,7,11,9,6,10,11,2,1,15,8,13,15,16,2,15
4561,4561,Saulo,GK,Botafogo FR,Brazilian National First Division,Brazil (First Division),BRA,190,85,24,Right,GK,SK,2000000,6750,122,138,11,11,16,7,12,3,10,10,12,16,6,13,2,16,10,13,1,11,2,3,3,6,15,13,1,13,10,1,7,1,1,3,13,11,3,5,12,10,11,11,14,8,12,13,6,12,10
4562,4562,Scott Bain,GK,Celtic,Ladbrokes Premiership,Scotland (Ladbrokes Premiership),SCO,183,69,27,Right,GK,SK,1300000,7500,120,138,9,12,14,5,10,3,10,7,12,17,7,9,2,14,6,13,12,10,2,14,2,7,14,13,3,14,11,4,11,1,9,3,12,14,2,8,12,12,11,13,11,10,14,14,6,14,11
4563,4563,Sebastian Nanasi,"AM (LC), ST (C)",MalmÃ¶ FF,Swedish Premier Division,Sweden (Premier Division),SWE,165,55,17,Right,ST (C),F9,22500,8,82,138,12,10,3,11,12,4,5,11,1,2,3,6,7,9,12,1,12,12,4,5,8,5,1,5,5,2,8,13,11,10,3,11,12,8,6,7,9,9,3,3,9,11,9,13,7,1,13
4564,4564,Sebastian PrÃ¶dl,D (C),Udinese,Italian Serie A,Italy (Serie A),AUT,194,97,32,Right,D (C),CD,2400000,12250,126,138,12,7,2,7,17,13,17,14,3,2,1,16,8,8,12,1,7,12,12,12,6,12,4,14,18,1,6,6,8,8,3,5,15,12,7,4,14,12,3,1,15,16,14,7,10,3,9
4565,4565,Sergey Borodin,D (C),Krasnodar-2,Russian First Division,Russia (First Division),RUS,192,83,20,Left Only,D (C),CD,200000,3100,96,138,13,5,3,12,12,13,13,12,1,4,1,10,10,12,11,3,5,14,10,9,8,9,3,15,13,2,5,7,8,12,2,11,16,11,8,7,12,10,1,4,11,12,10,10,12,3,9
4566,4566,Siebe Schrijvers,"M (C), AM (RLC), ST (C)",Club Brugge,Belgian Pro League A,Belgium (Pro League A),BEL,177,65,22,Right,AM (C),AP,3100000,10750,125,138,12,15,1,12,14,5,8,11,2,2,3,5,12,14,15,3,12,10,3,10,13,8,2,6,11,2,12,15,12,12,3,13,9,14,13,9,14,14,3,2,14,7,14,12,6,2,14
4567,4567,Stephane Bahoken,ST (C),Angers SCO,Ligue 1 Conforama,France (Ligue 1 Conforama),CMR,185,78,27,Right,ST (C),CF,4700000,13750,128,138,13,12,2,12,10,5,14,14,2,3,3,6,13,11,15,1,14,12,6,5,10,10,3,14,13,1,7,9,12,13,3,12,13,13,8,4,12,13,3,1,12,14,13,14,9,3,15
4568,4568,Stefano Okaka,ST (C),Udinese,Italian Serie A,Italy (Serie A),ITA,186,82,29,Right,ST (C),TM,6750000,17500,132,138,15,11,1,12,15,6,18,14,2,2,4,7,8,12,13,1,14,15,6,4,13,8,3,14,16,3,4,14,13,14,1,13,13,12,7,3,12,12,1,1,12,18,13,10,14,1,13
4569,4569,TchÃª TchÃª,"DM, M (C)",SÃ£o Paulo,Brazilian National First Division,Brazil (First Division),BRA,175,66,26,Right,M (C),MEZ,7000000,13000,133,138,15,13,2,13,13,12,8,14,3,3,1,11,12,13,14,3,14,13,12,10,12,9,3,7,7,2,10,13,13,10,2,13,12,12,12,9,12,13,2,3,11,15,12,15,12,1,14
4570,4570,Tiago Matos,D (C),FCP B,Portuguese Second League,Portugal (Second League),POR,178,72,18,Right Only,D (C),BPD,13500,1500,84,138,12,9,2,12,12,11,8,11,4,3,4,12,11,12,13,1,6,13,12,8,6,9,1,8,9,2,6,9,12,6,3,7,13,9,7,6,13,11,2,2,12,11,12,12,12,2,12
4571,4571,Tiago Ribeiro,"DM, M/AM (C)",AS Monaco,Ligue 1 Conforama,France (Ligue 1 Conforama),POR,185,68,17,Left Only,M (C),MEZ,98000,550,82,138,11,12,1,13,8,6,6,12,1,3,1,9,3,12,13,3,9,5,6,3,9,5,1,12,7,2,13,13,12,7,2,12,8,10,7,7,5,10,2,2,8,8,5,12,6,2,14
4572,4572,Timothee Kolodziejczak,"D (LC), WB (L)",AS Saint-Etienne,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,185,75,27,Left Only,D (C),NCB,7250000,30500,130,138,15,9,1,11,14,15,15,18,1,3,2,13,9,12,14,3,10,17,15,14,7,11,3,13,13,2,5,8,10,7,2,9,16,11,11,5,13,10,2,2,18,16,12,12,15,3,12
4573,4573,Timothy Fosu-Mensah,"D (RC), DM, M (C)",Bayer 04,Bundesliga,Germany (Bundesliga),NED,190,97,21,Right,D (R),WB,3700000,25000,124,138,11,10,3,11,12,12,15,14,3,3,4,12,8,11,15,2,11,14,10,8,8,6,1,15,11,1,7,7,12,6,2,9,16,11,7,8,11,10,3,1,12,12,12,12,13,1,15
4574,4574,Tito,D/WB (R),Vallecano,Spanish Second Division,Spain (Second Division),ESP,174,62,33,Right,D (R),FB,375000,7500,123,138,17,10,3,12,17,14,8,14,1,3,2,15,7,12,12,1,13,14,13,14,7,13,1,7,7,2,11,9,12,6,2,9,15,15,11,8,15,14,2,1,17,11,14,10,15,2,12
4575,4575,Tobe Leysen,GK,KRC Genk,Belgian Pro League A,Belgium (Pro League A),BEL,183,71,17,Right,GK,SK,38500,50,82,138,8,7,6,4,8,1,6,6,11,14,6,7,3,10,13,11,3,12,2,2,3,7,10,12,1,14,5,3,7,3,1,3,19,14,3,3,9,8,7,7,14,8,5,10,10,10,11
4576,4576,TomÃ¡s Chancalay,AM (LC),ColÃ³n,Argentine Premier Division,Argentina (Premier Division),ARG,179,74,20,Right,AM (L),IW,1200000,2600,115,138,13,14,3,13,12,7,9,12,2,1,1,9,8,13,14,2,14,11,5,5,11,8,3,8,7,1,11,14,12,11,3,15,14,12,13,10,13,13,1,1,12,9,10,13,8,2,14
4577,4577,TomÃ¡s Guidara,D/WB (R),Velez,Argentine Premier Division,Argentina (Premier Division),ARG,173,70,23,Right,D (R),WB,2000000,3700,126,138,14,12,1,12,14,15,11,15,1,2,2,14,6,11,14,1,12,14,14,12,9,8,2,8,11,2,10,8,12,8,1,11,15,12,10,8,12,13,2,2,15,11,13,12,15,2,14
4578,4578,TomÃ¡s LÃ³pez,D (C),Quilmes,Argentine Second Division,Argentina (Second Division),ARG,182,85,21,Right,D (C),CD,575000,2400,113,138,16,9,3,9,12,13,14,12,3,2,2,12,5,10,12,1,10,12,13,7,3,14,1,13,15,1,2,8,9,6,2,7,19,12,4,4,11,10,4,1,14,13,12,12,14,1,11
4579,4579,TomÃ¡s Pina,"DM, M (C)",Alaves,Spanish First Division,Spain (First Division),ESP,184,75,31,Right,DM,BWM,5000000,12750,132,138,16,12,2,13,16,14,13,14,1,1,2,15,9,13,12,3,10,12,12,8,11,13,3,11,12,2,9,9,13,8,3,11,16,13,8,7,15,13,2,3,16,9,14,12,17,2,11
4580,4580,Tomas Netolicka,GK,Vitkovice,Czech Second Division,Czech Republic (Second Division),CZE,185,73,17,Right,GK,SK,41500,55,77,138,6,6,7,6,7,2,5,1,11,13,14,5,3,6,12,12,3,9,3,2,2,9,9,13,1,13,9,2,4,1,2,3,14,13,1,7,9,7,7,13,15,7,9,12,8,10,12
4581,4581,Toni Moya,M (C),A. Madrid B,Spanish Second Division B1,Spain (Second Division B1),ESP,180,75,21,Right,M (C),DLP,525000,2800,108,138,15,11,3,12,16,11,11,12,3,2,2,12,6,13,13,2,10,12,8,7,10,11,3,9,9,3,9,9,13,6,3,8,9,13,8,7,13,13,3,3,12,11,13,10,11,3,12
4582,4582,TorÃ³,"M (L), AM (LC), ST (C)",SÃ£o Paulo,Brazilian National First Division,Brazil (First Division),BRA,178,73,20,Right Only,AM (L),IF,725000,375,114,138,11,7,3,11,10,7,12,16,3,1,3,9,4,12,15,3,9,14,9,8,11,3,1,12,13,4,8,8,14,13,1,11,14,14,13,11,10,12,2,3,6,14,11,13,13,3,13
4583,4583,Tyler Roberts,"AM (RLC), ST (C)",Leeds,English Premier Division,England (Premier Division),WAL,182,70,20,Right,ST (C),AF,7000000,3500,120,138,13,12,2,13,12,4,13,13,3,3,2,5,10,12,15,1,13,11,3,5,11,6,2,10,11,2,8,13,12,13,1,12,12,11,9,3,9,12,1,1,10,11,12,13,9,2,14
4584,4584,Tymoteusz Klups,M/AM (R),Piast,PKO Bank Polski Ekstraklasa,Poland (PKO BP Ekstraklasa),POL,179,77,19,Right,AM (R),W,185000,700,102,138,11,10,1,12,11,11,8,12,3,4,2,10,5,14,13,1,8,12,8,10,11,6,2,9,9,3,10,13,12,6,2,10,14,14,11,10,6,13,2,3,8,11,7,12,10,2,13
4585,4585,Tyrese Omotoye,"AM (RL), ST (C)",Norwich,Sky Bet Championship,England (Sky Bet Championship),BEL,174,63,16,Right Only,ST (C),PF,45000,120,71,138,12,9,2,9,8,4,8,11,2,4,3,5,12,8,14,2,9,13,3,2,8,3,2,8,9,1,5,10,9,12,3,9,14,7,6,3,7,10,2,1,9,9,9,8,9,2,14
4586,4586,Uendel,D/WB/M (L),Internacional,Brazilian National First Division,Brazil (First Division),BRA,178,64,30,Left,D (L),CWB,3200000,7500,127,138,14,13,3,13,13,11,11,13,1,1,4,10,8,13,14,4,13,13,10,7,11,14,3,9,7,2,10,15,13,10,1,14,13,12,14,13,11,12,3,3,11,11,12,14,12,1,14
4587,4587,Umar Sadiq,ST (C),Partizan,Serbian SuperLeague,Serbia (SuperLeague),NGA,192,75,22,Right,ST (C),PF,375000,10250,121,138,13,10,1,11,10,5,14,14,4,2,2,5,11,10,16,1,14,15,6,7,12,9,3,16,14,1,8,12,9,12,3,12,13,10,6,6,9,10,3,1,12,9,13,13,16,1,15
4588,4588,Valentino Lesieur,GK,FC Nantes,Ligue 1 Conforama,France (Ligue 1 Conforama),POR,194,82,16,Right Only,GK,G,71000,550,81,138,9,9,10,8,10,3,11,10,9,10,12,10,2,8,9,10,2,12,2,2,1,7,9,15,12,10,9,3,9,2,9,8,14,10,1,7,10,10,10,12,10,10,10,9,9,15,9
4589,4589,Veljko Nikolic,M/AM (C),Graficar,Serbian First League,Serbia (First League),SRB,172,72,19,Right,AM (C),AP,135000,775,109,138,12,14,3,14,13,11,9,10,3,3,1,6,10,13,11,2,13,11,7,8,12,10,4,10,10,3,10,13,13,9,1,13,13,11,11,11,12,12,1,2,10,10,12,13,12,1,11
4590,4590,Victor Obinna,"M/AM (L), ST (C)",Unknown,Unknown,Nigeria,NGA,180,81,32,Either,M (L),IW,0,0,109,138,13,11,1,11,9,5,12,10,2,1,2,6,12,9,13,1,11,12,4,7,12,11,2,10,7,2,11,15,9,9,3,12,15,8,10,10,9,7,2,3,14,15,9,12,15,3,13
4591,4591,Vlad Dragomir,"DM, M (C)",Perugia,Italian Serie B,Italy (Serie B),ROU,178,72,20,Left,M (C),MEZ,1500000,1800,118,138,16,13,3,14,13,12,8,15,2,4,1,10,11,13,12,3,12,16,8,5,8,8,3,10,6,2,9,14,14,8,3,13,12,12,11,11,13,12,3,2,14,12,14,13,12,1,13
4592,4592,Vladlen Yurchenko,M/AM (C),Zorya,Ukrainian Premier League,Ukraine (Premier League),UKR,181,74,25,Right,AM (C),AP,1500000,2500,120,138,11,16,1,16,14,9,9,12,2,3,1,10,14,15,11,2,13,13,8,5,14,10,2,9,7,3,13,15,16,13,2,11,10,12,13,15,10,14,2,3,8,10,12,13,10,2,9
4593,4593,Walter,GK,Corinthians,Unknown,Brazil,BRA,186,82,31,Right,GK,SK,5500000,5500,133,138,12,11,13,13,13,3,10,12,12,16,11,14,2,11,11,14,3,12,1,3,1,10,13,13,2,15,11,1,11,3,10,1,12,12,1,8,12,11,10,10,12,13,13,13,10,12,13
4594,4594,Wayne Hennessey,GK,Crystal Palace,English Premier Division,England (Premier Division),WAL,196,90,32,Right,GK,SK,6750000,40000,124,138,10,6,16,6,11,3,15,11,14,14,14,12,1,12,11,16,6,13,3,3,2,8,15,16,1,12,13,1,7,1,4,3,13,11,2,8,12,9,12,9,12,12,13,13,12,15,10
4595,4595,Wayne Routledge,"M/AM (RL), ST (C)",Swansea,Sky Bet Championship,England (Sky Bet Championship),ENG,170,76,34,Right Only,AM (L),IW,350000,13500,116,138,14,11,3,17,13,5,11,11,3,3,2,8,9,9,14,2,16,16,5,4,7,12,3,7,5,2,10,14,11,10,2,14,12,10,9,9,13,14,2,2,11,16,14,14,8,2,13
4596,4596,Wesley,AM (RL),Palmeiras,Brazilian National First Division,Brazil (First Division),BRA,175,64,20,Right Only,AM (L),IW,775000,4200,114,138,9,12,2,12,7,8,7,12,1,4,2,8,11,11,15,2,11,13,7,6,11,4,3,8,8,2,9,16,13,11,3,14,12,9,10,10,8,13,2,3,8,13,13,15,8,1,15
4597,4597,Wilmer Aguirre,"AM (R), ST (C)",Unknown,Unknown,Peru,PER,168,69,36,Either,AM (R),IW,0,0,112,138,13,9,1,11,11,4,9,12,3,3,2,5,14,11,15,1,12,12,5,13,8,6,1,6,9,3,4,13,10,10,3,11,13,8,11,5,7,10,1,1,9,11,10,13,6,3,15
4598,4598,Wilson ManafÃ¡,"D/WB (RL), M/AM (R)",FCP,Portuguese Premier League,Portugal (Premier League),POR,177,73,24,Right,D (R),WB,3100000,3200,129,138,11,10,2,13,8,13,8,14,1,1,2,8,8,10,16,1,13,14,9,10,9,7,1,8,8,3,8,10,12,8,3,13,12,8,10,6,9,9,2,1,12,8,10,13,13,3,16
4599,4599,Wout Weghorst,ST (C),VfL Wolfsburg,Bundesliga,Germany (Bundesliga),NED,197,84,26,Right,ST (C),TM,8500000,58000,137,138,16,10,2,11,14,6,17,15,2,3,2,8,14,12,12,1,13,12,7,5,10,14,3,18,15,3,8,10,14,16,3,9,16,12,8,6,13,15,3,3,16,14,15,12,12,1,9
4600,4600,Xabi Etxeita,D (C),Getafe,Spanish First Division,Spain (First Division),ESP,185,79,31,Right,D (C),CD,4200000,11750,131,138,16,8,2,10,15,15,15,15,2,1,3,15,2,10,10,1,5,11,16,7,6,13,3,14,15,1,5,8,10,7,3,9,14,13,6,6,15,13,2,2,15,10,13,9,14,2,11
4601,4601,Yahia Fofana,GK,Havre AC,Domino's Ligue 2,France (Domino's Ligue 2),FRA,194,89,18,Right Only,GK,G,145000,725,95,138,8,8,11,8,10,1,14,10,11,12,11,11,1,8,10,10,6,12,3,3,3,8,11,14,7,12,11,8,7,3,10,1,10,7,1,7,10,8,11,10,12,10,12,11,10,12,12
4602,4602,Yannik MÃ¶ker,"D (R), DM, M/AM (C)",VfL Wolfsburg II,German Regional Division North,Germany (Regional Div. North),GER,179,71,19,Right Only,DM,VOL,130000,525,94,138,13,9,1,11,9,14,6,9,1,1,1,9,4,14,14,3,9,13,10,5,10,12,3,7,8,2,8,10,14,9,2,7,12,14,6,4,10,4,2,2,9,9,10,13,13,3,14
4603,4603,Yoel,GK,Eibar,Spanish First Division,Spain (First Division),ESP,186,78,30,Right,GK,SK,4099999,14750,129,138,12,8,14,6,12,2,10,11,12,14,12,11,3,7,10,14,2,10,3,3,1,11,12,11,9,13,8,2,8,1,5,1,13,15,1,4,14,7,12,12,14,11,14,12,15,13,10
4604,4604,Yoel RamÃ­rez,GK,Osasuna,Spanish First Division,Spain (First Division),ESP,184,70,17,Right,GK,G,56000,425,80,138,6,6,7,5,7,1,4,6,4,13,4,8,2,9,9,5,2,13,3,2,2,10,13,9,1,12,7,2,4,2,1,2,9,13,3,2,9,4,13,7,12,7,6,16,11,7,13
4605,4605,Yohan Benalouane,D (RC),Nottm Forest,Sky Bet Championship,England (Sky Bet Championship),TUN,185,86,32,Right,D (C),NCB,1400000,30000,123,138,13,9,2,11,13,12,16,15,1,2,2,12,8,10,12,3,7,15,14,6,8,12,2,15,14,3,6,11,12,6,2,11,13,12,9,5,8,12,3,3,16,15,14,11,17,2,11
4606,4606,Youba Diarra,"DM, M (C)",FC RB Salzburg,Austrian Premier Division,Austria (Premier Division),MLI,178,73,21,Right Only,M (C),CM,500000,3300,105,138,12,14,3,14,10,15,8,8,3,4,1,12,6,10,14,4,11,4,13,9,9,11,2,6,9,1,9,3,14,10,2,10,18,15,5,9,9,6,3,2,10,10,11,14,15,3,11
4607,4607,Youri Regeer,"D (C), DM, M/AM (C)",Ajax,Eredivisie,Holland (Eredivisie),NED,177,67,15,Right,M (C),CM,275000,85,100,138,12,12,1,12,14,12,10,11,1,3,2,9,9,13,10,2,11,14,10,5,11,10,1,11,11,1,11,7,11,13,4,6,15,11,9,10,10,10,2,4,10,12,9,10,12,2,10
4608,4608,Youssouf Kone,D/WB (L),Hatayspor,Turkish Super League,Turkey (Super League),MLI,174,71,23,Left Only,D (L),WB,5500000,26500,131,138,14,10,1,13,13,13,14,15,1,2,2,10,10,13,15,2,14,14,13,12,9,6,2,9,11,1,6,11,13,8,2,12,13,12,14,8,11,12,2,3,14,13,13,13,13,1,15
4609,4609,Yunus ÃakÄ±r,D (C),24Erzincanspor,Turkish 3. League Group 1,Turkey (3. League Group 1),TUR,191,81,22,Right Only,D (C),CD,46500,575,75,138,8,1,2,4,7,14,9,5,2,1,3,12,3,7,9,1,6,17,14,2,4,9,1,14,13,1,6,1,6,7,3,1,9,13,1,5,7,4,1,4,9,8,12,7,14,2,10
4610,4610,Zizo,"M (C), AM (RLC)",Zamalek,Egyptian Premier League,Egypt (Premier League),EGY,174,67,23,Right,AM (L),IW,205000,5000,113,138,15,11,1,11,12,10,6,13,1,3,4,8,7,10,14,1,11,12,8,5,10,11,2,8,7,3,10,12,11,8,1,13,10,11,11,11,14,12,3,1,14,8,12,13,12,3,14
4611,4611,Jimi Tauriainen,AM (RL),Chelsea,English Premier Division,England (Premier Division),FIN,187,67,15,Either,AM (R),IW,0,120,70,138,10,9,3,11,7,7,4,6,2,2,1,6,6,10,12,2,11,13,6,6,7,6,1,10,4,4,10,15,10,9,2,11,15,7,8,6,5,9,1,1,5,9,4,10,10,2,11
4612,4612,Aaron Rowe,M/AM (R),Huddersfield,Sky Bet Championship,England (Sky Bet Championship),ENG,177,69,18,Right,AM (R),W,425000,700,94,137,13,8,1,12,12,9,9,9,2,2,2,7,5,10,14,1,8,14,8,10,10,11,3,8,5,1,10,11,11,9,2,9,6,9,10,9,9,8,3,1,7,7,10,9,7,2,14
4613,4613,Abner Vinicius,D/WB (L),Athletico Paranaense,Brazilian National First Division,Brazil (First Division),BRA,181,68,19,Left,D (L),WB,160000,2700,110,137,13,10,1,12,13,9,10,14,2,3,2,9,7,12,14,3,12,13,8,9,7,4,3,9,7,2,8,8,12,10,2,13,12,11,14,9,11,11,3,3,12,11,10,13,13,2,14
4614,4614,Adam Clayton,"DM, M (C)",Middlesbrough,Sky Bet Championship,England (Sky Bet Championship),ENG,176,75,30,Right,DM,DLP,625000,20000,109,137,15,11,1,14,15,13,12,13,4,3,2,13,10,12,10,1,11,14,10,6,8,14,3,13,7,3,10,8,12,9,3,8,14,12,8,8,13,13,3,3,13,13,13,11,13,1,8
4615,4615,Adama Wagui,GK,JA Drancy,French National 2 - A,France (National 2 - A),FRA,183,78,16,Right,GK,G,20000,1200,75,137,6,5,9,1,7,3,6,2,6,13,4,8,3,11,12,10,3,12,1,3,1,3,13,5,1,13,6,1,1,2,2,3,9,13,2,3,11,5,9,5,15,2,6,7,14,4,11
4616,4616,AdriÃ¡n Aldrete,D (L),Cruz Azul,Mexican First Division,Mexico (First Division),MEX,176,75,31,Left,D (L),WB,2100000,12750,128,137,15,11,2,10,13,13,12,14,1,1,2,15,11,13,13,3,12,14,14,8,7,11,3,9,12,3,6,11,14,8,4,12,13,13,12,7,14,12,4,1,15,13,14,14,12,1,14
4617,4617,Ãlex FernÃ¡ndez,M/AM (C),CÃ¡diz,Spanish First Division,Spain (First Division),ESP,182,72,26,Right,AM (C),AP,6000000,10000,130,137,12,14,1,15,13,10,11,13,2,1,1,10,14,16,13,2,13,14,9,8,12,13,3,10,9,2,9,11,14,11,3,12,14,13,10,13,11,11,1,1,12,12,13,13,8,1,12
4618,4618,Ãlvaro Tejero,D/WB (RL),Zaragoza,Spanish Second Division,Spain (Second Division),ESP,172,65,22,Right,D (R),WB,3800000,9000,127,137,13,10,2,11,13,13,9,13,1,2,2,14,9,12,13,3,11,12,13,13,14,10,3,8,11,2,11,8,12,5,4,11,6,11,12,10,12,11,2,1,12,11,13,12,10,2,13
4619,4619,Ãngel Mena,M/AM (L),LeÃ³n,Mexican First Division,Mexico (First Division),ECU,170,70,31,Left Only,M (L),W,3000000,14750,135,137,12,12,3,14,15,12,13,14,1,3,2,13,11,15,15,1,13,12,12,11,14,8,3,8,12,2,13,14,14,14,1,15,13,13,15,13,13,13,3,4,5,14,13,13,10,2,15
4620,4620,AgustÃ­n Obando,"M (L), AM (RL)",Boca,Argentine Premier Division,Argentina (Premier Division),ARG,169,64,19,Left,AM (L),W,1100000,3600,118,137,14,13,4,11,14,5,8,14,3,3,3,11,5,11,14,2,14,15,6,2,10,6,3,8,8,3,6,12,12,9,2,13,13,12,11,12,10,13,1,2,12,10,11,14,6,4,15
4621,4621,Ahmad Al-Ahmad,AM (RLC),Al-Ittihad (SYR),Syrian Premier League,Syria (Premier League),SYR,170,62,22,Either,AM (L),IW,500,100,99,137,8,9,3,13,7,7,1,8,1,2,1,6,4,12,14,3,8,12,6,5,7,7,3,1,6,1,6,12,12,11,1,14,12,11,11,9,7,5,1,3,5,7,8,11,3,4,15
4622,4622,Alaixys Romao,"DM, M (C)",EA Guingamp,Domino's Ligue 2,France (Domino's Ligue 2),TOG,180,74,35,Right,DM,BWM,450000,13250,131,137,15,10,1,12,16,15,14,15,2,3,2,14,7,13,14,2,10,17,14,7,10,15,3,10,12,3,10,8,11,7,1,8,17,13,8,6,15,12,1,2,17,13,14,14,17,3,13
4623,4623,Alan Mozo,D/WB (R),Pumas,Mexican First Division,Mexico (First Division),MEX,174,71,22,Right,D (R),WB,775000,7250,119,137,12,10,1,9,12,13,8,16,1,3,3,12,7,13,15,1,13,11,12,10,8,4,3,8,10,1,9,6,13,7,1,9,10,8,11,11,15,11,3,2,12,12,14,14,8,3,14
4624,4624,Aldo Cruz,D/WB (L),Tijuana,Mexican First Division,Mexico (First Division),MEX,173,62,21,Left,D (L),WB,170000,2400,113,137,13,10,3,13,8,13,7,15,2,2,1,14,7,11,14,1,12,12,9,6,10,12,3,8,11,3,5,2,11,4,3,12,9,13,10,10,16,7,1,1,11,12,9,14,17,2,15
4625,4625,Alex Mighten,AM (RL),Nottm Forest,Sky Bet Championship,England (Sky Bet Championship),ENG,176,67,17,Right Only,AM (R),W,350000,2000,96,137,11,12,1,12,9,5,8,10,1,1,2,6,9,10,14,3,13,11,4,3,7,6,2,8,9,3,5,16,11,11,3,13,12,9,12,6,8,11,3,1,7,11,10,14,5,4,13
4626,4626,Alexander Tettey,"DM, M (C)",Norwich,Sky Bet Championship,England (Sky Bet Championship),NOR,181,69,33,Right,DM,BWM,2900000,18000,125,137,16,9,1,10,18,15,14,15,1,1,1,15,7,12,10,2,14,14,15,3,11,16,2,11,12,2,6,8,11,9,2,10,16,11,10,5,12,11,2,2,16,13,15,12,15,1,10
4627,4627,Alexandru Epureanu,D (C),BaÅakÅehir,Turkish Super League,Turkey (Super League),MDA,189,85,32,Left,D (C),BPD,3000000,11750,135,137,10,11,1,10,14,13,16,9,2,1,1,17,10,14,12,3,10,16,14,10,10,16,1,14,16,1,8,8,10,8,1,10,14,16,7,5,15,18,3,4,16,13,15,6,10,1,6
4628,4628,Alexis Ferrero,D (C),San MartÃ­n (Mza),Argentine Torneo Federal B,Argentina (Fourth Division non AFA),ARG,182,81,40,Right,D (C),CD,18750,1100,105,137,15,7,3,6,14,15,14,10,2,2,1,15,8,9,9,2,5,15,14,4,5,14,3,13,13,3,4,3,6,3,1,6,14,13,5,2,14,12,1,3,16,12,10,8,16,3,7
4629,4629,AlfreÃ° Finnbogason,ST (C),FC Augsburg,Bundesliga,Germany (Bundesliga),ISL,184,80,30,Right,ST (C),P,7000000,33000,136,137,12,10,2,12,14,5,12,13,3,1,3,8,17,10,11,2,16,14,6,4,11,9,3,11,14,1,10,11,14,16,3,11,12,13,9,7,16,17,3,3,11,12,17,13,10,3,11
4630,4630,Andres Amaya,AM (RC),Huila,Colombian First Division,Colombia (First Division),COL,170,65,18,Left,AM (R),IW,67000,650,108,137,11,13,3,12,10,10,10,11,2,2,2,11,4,12,11,3,13,13,7,8,12,8,3,7,8,1,10,12,12,10,3,12,12,12,11,10,11,9,2,3,5,11,8,13,5,2,12
4631,4631,Andres Murillo Segura,D (C),La Equidad,Colombian First Division,Colombia (First Division),COL,184,75,23,Left,D (C),CD,78000,800,108,137,11,11,2,10,11,13,15,14,2,1,3,11,7,12,13,3,11,14,13,10,5,8,2,14,11,1,3,1,12,9,1,7,11,12,7,6,12,12,1,1,12,12,13,10,15,1,13
4632,4632,Andres TÃºÃ±ez,D (C),Buriram Utd,Thai League,Thailand (Thai League),VEN,187,83,32,Left Only,D (C),CD,250000,8750,120,137,14,7,1,7,14,13,17,17,2,2,2,14,14,8,12,3,3,14,14,7,6,12,3,15,13,2,4,4,11,10,1,7,13,14,3,3,14,13,1,2,15,15,13,7,14,3,8
4633,4633,Andy Rinomhota,"DM, M (C)",Reading,Sky Bet Championship,England (Sky Bet Championship),ENG,175,82,22,Right,M (C),BWM,1600000,2500,112,137,18,9,2,9,15,12,13,16,3,1,2,12,9,11,12,4,11,18,12,12,9,13,3,9,9,2,8,8,13,10,2,10,15,9,9,9,13,11,3,2,16,11,12,11,14,4,13
4634,4634,Anthony Musaba,AM (RL),N.E.C.,Keuken Kampioen Divisie,Holland (Keuken Kampioen Divisie),NED,182,78,18,Left,AM (R),IW,300000,725,105,137,12,10,3,12,12,5,12,11,2,3,3,5,8,11,11,2,10,14,5,10,11,6,1,10,7,3,9,12,11,9,1,13,7,8,9,10,11,8,2,2,13,10,11,15,10,2,15
4635,4635,Anto Grgic,"DM, M (C)",Sion,Swiss Super League,Switzerland (Super League),SUI,188,84,22,Right,DM,DLP,1000000,4500,116,137,10,13,2,13,16,11,12,11,1,2,2,12,12,15,10,2,10,14,10,9,14,14,3,13,8,2,16,9,12,10,3,9,12,14,12,13,12,15,3,1,13,13,13,11,10,1,9
4636,4636,Anton Putsila,M/AM (RLC),Altay,Turkish 1. League,Turkey (1. League),BLR,180,74,32,Either,AM (R),IW,725000,4900,115,137,8,13,1,16,10,7,8,8,2,1,3,8,13,14,12,2,13,12,5,4,11,9,2,7,8,1,14,15,13,8,1,13,14,14,11,13,8,12,4,2,10,9,12,12,11,3,11
4637,4637,Antonio BarragÃ¡n,D/WB (R),Elche,Spanish First Division,Spain (First Division),ESP,186,83,32,Right,D (R),FB,1800000,14750,125,137,15,12,2,12,15,14,13,13,1,3,1,13,8,11,13,2,14,13,13,12,8,10,3,13,12,2,6,9,13,6,1,9,12,13,10,6,12,12,3,1,13,13,12,13,12,2,12
